aid_record_id,student_id,term_id,aid_year,pell_eligible,pell_recipient,pell_amount,federal_loan_recipient,federal_loan_amount
AID2025-000414,S0031084,2025FA,2025-26,0,0,0,0,0
AID2025-000415,S0023347,2025FA,2025-26,0,0,0,1,5500
AID2025-000416,S0019059,2025FA,2025-26,0,0,0,0,0
AID2025-000417,S0023337,2025FA,2025-26,0,0,0,0,0
AID2025-000418,S0034266,2025FA,2025-26,0,0,0,1,5500
AID2025-000419,S0038270,2025FA,2025-26,0,0,0,0,0
AID2025-000420,S0035444,2025FA,2025-26,0,0,0,0,0
AID2025-000421,S0028257,2025FA,2025-26,1,0,0,1,5500
AID2025-000422,S0004710,2025FA,2025-26,0,0,0,0,0
AID2025-000423,S0014338,2025FA,2025-26,1,1,7395,0,0
AID2025-000424,S0027370,2025FA,2025-26,0,0,0,1,5500
AID2025-000425,S0030820,2025FA,2025-26,0,0,0,0,0
AID2025-000426,S0001279,2025FA,2025-26,0,0,0,0,0
AID2025-000427,S0038569,2025FA,2025-26,0,0,0,1,5500
AID2025-000428,S0022360,2025FA,2025-26,1,0,0,0,0
AID2025-000429,S0031992,2025FA,2025-26,0,0,0,0,0
AID2025-000430,S0030414,2025FA,2025-26,0,0,0,1,5500
AID2025-000431,S0034147,2025FA,2025-26,0,0,0,0,0
AID2025-000432,S0003396,2025FA,2025-26,0,0,0,0,0
AID2025-000433,S0024287,2025FA,2025-26,0,0,0,1,5500
AID2025-000434,S0023148,2025FA,2025-26,0,0,0,0,0
AID2025-000435,S0040221,2025FA,2025-26,1,0,0,0,0
AID2025-000436,S0027597,2025FA,2025-26,1,1,7395,1,5500
AID2025-000437,S0039177,2025FA,2025-26,1,1,7395,0,0
AID2025-000438,S0032359,2025FA,2025-26,1,1,7395,0,0
AID2025-000439,S0032708,2025FA,2025-26,0,0,0,1,5500
AID2025-000440,S0027038,2025FA,2025-26,0,0,0,0,0
AID2025-000441,S0037840,2025FA,2025-26,0,0,0,0,0
AID2025-000442,S0021407,2025FA,2025-26,0,0,0,1,5500
AID2025-000443,S0032747,2025FA,2025-26,1,1,7395,0,0
AID2025-000444,S0026276,2025FA,2025-26,1,1,7395,0,0
AID2025-000445,S0023420,2025FA,2025-26,1,1,7395,1,5500
AID2025-000446,S0032448,2025FA,2025-26,0,0,0,0,0
AID2025-000447,S0010694,2025FA,2025-26,0,0,0,0,0
AID2025-000448,S0034029,2025FA,2025-26,1,1,7395,1,5500
AID2025-000449,S0031267,2025FA,2025-26,1,0,0,0,0
AID2025-000450,S0023571,2025FA,2025-26,0,0,0,0,0
AID2025-000451,S0014756,2025FA,2025-26,0,0,0,1,5500
AID2025-000452,S0003027,2025FA,2025-26,0,0,0,0,0
AID2025-000453,S0006411,2025FA,2025-26,1,1,7395,0,0
AID2025-000454,S0032285,2025FA,2025-26,0,0,0,1,5500
AID2025-000455,S0022249,2025FA,2025-26,0,0,0,0,0
AID2025-000456,S0024114,2025FA,2025-26,1,1,7395,0,0
AID2025-000457,S0038677,2025FA,2025-26,0,0,0,1,5500
AID2025-000458,S0019337,2025FA,2025-26,0,0,0,0,0
AID2025-000459,S0028252,2025FA,2025-26,1,1,7395,0,0
AID2025-000460,S0034380,2025FA,2025-26,1,1,7395,1,5500
AID2025-000461,S0038144,2025FA,2025-26,0,0,0,0,0
AID2025-000462,S0015793,2025FA,2025-26,0,0,0,0,0
AID2025-000463,S0011704,2025FA,2025-26,0,0,0,1,5500
AID2025-000464,S0000961,2025FA,2025-26,0,0,0,0,0
AID2025-000465,S0033314,2025FA,2025-26,0,0,0,0,0
AID2025-000466,S0034232,2025FA,2025-26,1,1,7395,1,5500
AID2025-000467,S0035544,2025FA,2025-26,0,0,0,0,0
AID2025-000468,S0033773,2025FA,2025-26,0,0,0,0,0
AID2025-000469,S0038587,2025FA,2025-26,0,0,0,1,5500
AID2025-000470,S0000751,2025FA,2025-26,0,0,0,0,0
AID2025-000471,S0029259,2025FA,2025-26,1,1,7395,0,0
AID2025-000472,S0029198,2025FA,2025-26,0,0,0,1,5500
AID2025-000473,S0033629,2025FA,2025-26,0,0,0,0,0
AID2025-000474,S0034241,2025FA,2025-26,0,0,0,0,0
AID2025-000475,S0001611,2025FA,2025-26,1,1,7395,1,5500
AID2025-000476,S0016728,2025FA,2025-26,0,0,0,0,0
AID2025-000477,S0009726,2025FA,2025-26,0,0,0,0,0
AID2025-000478,S0031927,2025FA,2025-26,1,1,7395,1,5500
AID2025-000479,S0033885,2025FA,2025-26,0,0,0,0,0
AID2025-000480,S0038166,2025FA,2025-26,1,1,7395,0,0
AID2025-000481,S0038704,2025FA,2025-26,0,0,0,1,5500
AID2025-000482,S0019186,2025FA,2025-26,0,0,0,0,0
AID2025-000483,S0026487,2025FA,2025-26,0,0,0,0,0
AID2025-000484,S0033401,2025FA,2025-26,0,0,0,1,5500
AID2025-000485,S0038426,2025FA,2025-26,0,0,0,0,0
AID2025-000486,S0027339,2025FA,2025-26,1,1,7395,0,0
AID2025-000487,S0032743,2025FA,2025-26,1,1,7395,1,5500
AID2025-000488,S0036326,2025FA,2025-26,0,0,0,0,0
AID2025-000489,S0008031,2025FA,2025-26,1,1,7395,0,0
AID2025-000490,S0003191,2025FA,2025-26,0,0,0,1,5500
AID2025-000491,S0023121,2025FA,2025-26,0,0,0,0,0
AID2025-000492,S0027787,2025FA,2025-26,0,0,0,0,0
AID2025-000493,S0040339,2025FA,2025-26,0,0,0,1,5500
AID2025-000494,S0029197,2025FA,2025-26,1,1,7395,0,0
AID2025-000495,S0032526,2025FA,2025-26,0,0,0,0,0
AID2025-000496,S0033540,2025FA,2025-26,0,0,0,1,5500
AID2025-000497,S0018655,2025FA,2025-26,0,0,0,0,0
AID2025-000498,S0040143,2025FA,2025-26,1,0,0,0,0
AID2025-000499,S0028354,2025FA,2025-26,0,0,0,1,5500
AID2025-000500,S0034377,2025FA,2025-26,1,1,7395,0,0
AID2025-000501,S0029174,2025FA,2025-26,0,0,0,0,0
AID2025-000502,S0000423,2025FA,2025-26,1,1,7395,1,5500
AID2025-000503,S0021884,2025FA,2025-26,0,0,0,0,0
AID2025-000504,S0016186,2025FA,2025-26,0,0,0,0,0
AID2025-000505,S0040020,2025FA,2025-26,0,0,0,1,5500
AID2025-000506,S0026156,2025FA,2025-26,1,1,7395,0,0
AID2025-000507,S0001257,2025FA,2025-26,1,1,7395,0,0
AID2025-000508,S0029346,2025FA,2025-26,0,0,0,1,5500
AID2025-000509,S0024193,2025FA,2025-26,1,1,7395,0,0
AID2025-000510,S0033297,2025FA,2025-26,1,1,7395,0,0
AID2025-000511,S0039495,2025FA,2025-26,0,0,0,1,5500
AID2025-000512,S0034334,2025FA,2025-26,0,0,0,0,0
AID2025-000513,S0028556,2025FA,2025-26,1,1,7395,0,0
AID2025-000514,S0035110,2025FA,2025-26,1,1,7395,1,5500
AID2025-000515,S0010003,2025FA,2025-26,0,0,0,0,0
AID2025-000516,S0008842,2025FA,2025-26,0,0,0,0,0
AID2025-000517,S0036950,2025FA,2025-26,0,0,0,1,5500
AID2025-000518,S0010263,2025FA,2025-26,0,0,0,0,0
AID2025-000519,S0035746,2025FA,2025-26,0,0,0,0,0
AID2025-000520,S0006847,2025FA,2025-26,0,0,0,1,5500
AID2025-000521,S0029064,2025FA,2025-26,1,1,7395,0,0
AID2025-000522,S0027867,2025FA,2025-26,1,1,7395,0,0
AID2025-000523,S0040551,2025FA,2025-26,1,1,7395,1,5500
AID2025-000524,S0037083,2025FA,2025-26,0,0,0,0,0
AID2025-000525,S0004794,2025FA,2025-26,0,0,0,0,0
AID2025-000526,S0032206,2025FA,2025-26,1,0,0,1,5500
AID2025-000527,S0038137,2025FA,2025-26,1,1,7395,0,0
AID2025-000528,S0038169,2025FA,2025-26,0,0,0,0,0
AID2025-000529,S0038040,2025FA,2025-26,0,0,0,1,5500
AID2025-000530,S0037339,2025FA,2025-26,1,1,7395,0,0
AID2025-000531,S0028456,2025FA,2025-26,0,0,0,0,0
AID2025-000532,S0027211,2025FA,2025-26,1,1,7395,1,5500
AID2025-000533,S0039656,2025FA,2025-26,0,0,0,0,0
AID2025-000534,S0034204,2025FA,2025-26,1,1,7395,0,0
AID2025-000535,S0033647,2025FA,2025-26,1,1,7395,1,5500
AID2025-000536,S0038409,2025FA,2025-26,1,1,7395,0,0
AID2025-000537,S0037187,2025FA,2025-26,0,0,0,0,0
AID2025-000538,S0037217,2025FA,2025-26,0,0,0,1,5500
AID2025-000539,S0003482,2025FA,2025-26,0,0,0,0,0
AID2025-000540,S0015722,2025FA,2025-26,0,0,0,0,0
AID2025-000541,S0039831,2025FA,2025-26,0,0,0,1,5500
AID2025-000542,S0039923,2025FA,2025-26,0,0,0,0,0
AID2025-000543,S0038368,2025FA,2025-26,1,1,7395,0,0
AID2025-000544,S0007034,2025FA,2025-26,1,1,7395,1,5500
AID2025-000545,S0032723,2025FA,2025-26,0,0,0,0,0
AID2025-000546,S0016039,2025FA,2025-26,0,0,0,0,0
AID2025-000547,S0009479,2025FA,2025-26,0,0,0,1,5500
AID2025-000548,S0028149,2025FA,2025-26,0,0,0,0,0
AID2025-000549,S0028400,2025FA,2025-26,0,0,0,0,0
AID2025-000550,S0034092,2025FA,2025-26,1,1,7395,1,5500
AID2025-000551,S0012504,2025FA,2025-26,1,1,7395,0,0
AID2025-000552,S0028196,2025FA,2025-26,0,0,0,0,0
AID2025-000553,S0037882,2025FA,2025-26,1,1,7395,1,5500
AID2025-000554,S0006072,2025FA,2025-26,1,0,0,0,0
AID2025-000555,S0037584,2025FA,2025-26,1,1,7395,0,0
AID2025-000556,S0024315,2025FA,2025-26,1,1,7395,1,5500
AID2025-000557,S0030765,2025FA,2025-26,0,0,0,0,0
AID2025-000558,S0015862,2025FA,2025-26,0,0,0,0,0
AID2025-000559,S0001884,2025FA,2025-26,0,0,0,1,5500
AID2025-000560,S0028313,2025FA,2025-26,0,0,0,0,0
AID2025-000561,S0033921,2025FA,2025-26,0,0,0,0,0
AID2025-000562,S0023808,2025FA,2025-26,0,0,0,1,5500
AID2025-000563,S0017641,2025FA,2025-26,0,0,0,0,0
AID2025-000564,S0021292,2025FA,2025-26,0,0,0,0,0
AID2025-000565,S0003438,2025FA,2025-26,0,0,0,1,5500
AID2025-000566,S0030832,2025FA,2025-26,1,1,7395,0,0
AID2025-000567,S0036516,2025FA,2025-26,0,0,0,0,0
AID2025-000568,S0039857,2025FA,2025-26,0,0,0,1,5500
AID2025-000569,S0033347,2025FA,2025-26,1,1,7395,0,0
AID2025-000570,S0032138,2025FA,2025-26,0,0,0,0,0
AID2025-000571,S0018182,2025FA,2025-26,0,0,0,1,5500
AID2025-000572,S0030713,2025FA,2025-26,0,0,0,0,0
AID2025-000573,S0006490,2025FA,2025-26,0,0,0,0,0
AID2025-000574,S0005963,2025FA,2025-26,0,0,0,1,5500
AID2025-000575,S0038603,2025FA,2025-26,0,0,0,0,0
AID2025-000576,S0003077,2025FA,2025-26,1,1,7395,0,0
AID2025-000577,S0013709,2025FA,2025-26,0,0,0,1,5500
AID2025-000578,S0021559,2025FA,2025-26,0,0,0,0,0
AID2025-000579,S0005291,2025FA,2025-26,0,0,0,0,0
AID2025-000580,S0009259,2025FA,2025-26,0,0,0,1,5500
AID2025-000581,S0017802,2025FA,2025-26,0,0,0,0,0
AID2025-000582,S0036272,2025FA,2025-26,0,0,0,0,0
AID2025-000583,S0033197,2025FA,2025-26,0,0,0,1,5500
AID2025-000584,S0027963,2025FA,2025-26,0,0,0,0,0
AID2025-000585,S0037216,2025FA,2025-26,0,0,0,0,0
AID2025-000586,S0018733,2025FA,2025-26,0,0,0,1,5500
AID2025-000587,S0023030,2025FA,2025-26,0,0,0,0,0
AID2025-000588,S0022986,2025FA,2025-26,0,0,0,0,0
AID2025-000589,S0005072,2025FA,2025-26,1,0,0,1,5500
AID2025-000590,S0037094,2025FA,2025-26,1,1,7395,0,0
AID2025-000591,S0023677,2025FA,2025-26,0,0,0,0,0
AID2025-000592,S0040538,2025FA,2025-26,0,0,0,1,5500
AID2025-000593,S0027207,2025FA,2025-26,1,1,7395,0,0
AID2025-000594,S0037230,2025FA,2025-26,0,0,0,0,0
AID2025-000595,S0014685,2025FA,2025-26,0,0,0,1,5500
AID2025-000596,S0028221,2025FA,2025-26,1,0,0,0,0
AID2025-000597,S0039615,2025FA,2025-26,0,0,0,0,0
AID2025-000598,S0030515,2025FA,2025-26,0,0,0,1,5500
AID2025-000599,S0024051,2025FA,2025-26,0,0,0,0,0
AID2025-000600,S0037129,2025FA,2025-26,1,1,7395,0,0
AID2025-000601,S0024282,2025FA,2025-26,0,0,0,1,5500
AID2025-000602,S0001427,2025FA,2025-26,0,0,0,0,0
AID2025-000603,S0036080,2025FA,2025-26,1,0,0,0,0
AID2025-000604,S0034083,2025FA,2025-26,0,0,0,1,5500
AID2025-000605,S0039003,2025FA,2025-26,1,1,7395,0,0
AID2025-000606,S0028932,2025FA,2025-26,0,0,0,0,0
AID2025-000607,S0012995,2025FA,2025-26,0,0,0,1,5500
AID2025-000608,S0022492,2025FA,2025-26,1,1,7395,0,0
AID2025-000609,S0015632,2025FA,2025-26,0,0,0,0,0
AID2025-000610,S0018387,2025FA,2025-26,0,0,0,1,5500
AID2025-000611,S0033708,2025FA,2025-26,0,0,0,0,0
AID2025-000612,S0004641,2025FA,2025-26,0,0,0,0,0
AID2025-000613,S0023343,2025FA,2025-26,0,0,0,1,5500
AID2025-000614,S0006288,2025FA,2025-26,0,0,0,0,0
AID2025-000615,S0033999,2025FA,2025-26,0,0,0,0,0
AID2025-000616,S0010538,2025FA,2025-26,0,0,0,1,5500
AID2025-000617,S0022167,2025FA,2025-26,0,0,0,0,0
AID2025-000618,S0037071,2025FA,2025-26,1,1,7395,0,0
AID2025-000619,S0017440,2025FA,2025-26,1,1,7395,1,5500
AID2025-000620,S0012639,2025FA,2025-26,1,1,7395,0,0
AID2025-000621,S0006264,2025FA,2025-26,0,0,0,0,0
AID2025-000622,S0005674,2025FA,2025-26,0,0,0,1,5500
AID2025-000623,S0026646,2025FA,2025-26,0,0,0,0,0
AID2025-000624,S0034001,2025FA,2025-26,0,0,0,0,0
AID2025-000625,S0028579,2025FA,2025-26,0,0,0,1,5500
AID2025-000626,S0014570,2025FA,2025-26,0,0,0,0,0
AID2025-000627,S0028301,2025FA,2025-26,0,0,0,0,0
AID2025-000628,S0038871,2025FA,2025-26,1,1,7395,1,5500
AID2025-000629,S0027011,2025FA,2025-26,1,1,7395,0,0
AID2025-000630,S0028003,2025FA,2025-26,0,0,0,0,0
AID2025-000631,S0006938,2025FA,2025-26,0,0,0,1,5500
AID2025-000632,S0022612,2025FA,2025-26,1,1,7395,0,0
AID2025-000633,S0031582,2025FA,2025-26,0,0,0,0,0
AID2025-000634,S0010042,2025FA,2025-26,1,1,7395,1,5500
AID2025-000635,S0006720,2025FA,2025-26,1,1,7395,0,0
AID2025-000636,S0038263,2025FA,2025-26,0,0,0,0,0
AID2025-000637,S0037043,2025FA,2025-26,0,0,0,1,5500
AID2025-000638,S0035715,2025FA,2025-26,1,1,7395,0,0
AID2025-000639,S0034055,2025FA,2025-26,0,0,0,0,0
AID2025-000640,S0039665,2025FA,2025-26,0,0,0,1,5500
AID2025-000641,S0011347,2025FA,2025-26,1,1,7395,0,0
AID2025-000642,S0026271,2025FA,2025-26,0,0,0,0,0
AID2025-000643,S0035101,2025FA,2025-26,1,1,7395,1,5500
AID2025-000644,S0040042,2025FA,2025-26,0,0,0,0,0
AID2025-000645,S0019547,2025FA,2025-26,0,0,0,0,0
AID2025-000646,S0034366,2025FA,2025-26,0,0,0,1,5500
AID2025-000647,S0029170,2025FA,2025-26,1,1,7395,0,0
AID2025-000648,S0026691,2025FA,2025-26,0,0,0,0,0
AID2025-000649,S0023593,2025FA,2025-26,0,0,0,1,5500
AID2025-000650,S0038715,2025FA,2025-26,1,1,7395,0,0
AID2025-000651,S0028448,2025FA,2025-26,1,1,7395,0,0
AID2025-000652,S0021608,2025FA,2025-26,0,0,0,1,5500
AID2025-000653,S0037239,2025FA,2025-26,1,1,7395,0,0
AID2025-000654,S0011103,2025FA,2025-26,1,1,7395,0,0
AID2025-000655,S0033336,2025FA,2025-26,1,1,7395,1,5500
AID2025-000656,S0035635,2025FA,2025-26,0,0,0,0,0
AID2025-000657,S0019032,2025FA,2025-26,0,0,0,0,0
AID2025-000658,S0035433,2025FA,2025-26,0,0,0,1,5500
AID2025-000659,S0037672,2025FA,2025-26,1,0,0,0,0
AID2025-000660,S0025387,2025FA,2025-26,1,1,7395,0,0
AID2025-000661,S0026076,2025FA,2025-26,0,0,0,1,5500
AID2025-000662,S0038818,2025FA,2025-26,0,0,0,0,0
AID2025-000663,S0010151,2025FA,2025-26,1,1,7395,0,0
AID2025-000664,S0039719,2025FA,2025-26,0,0,0,1,5500
AID2025-000665,S0010747,2025FA,2025-26,0,0,0,0,0
AID2025-000666,S0009255,2025FA,2025-26,1,0,0,0,0
AID2025-000667,S0026331,2025FA,2025-26,0,0,0,1,5500
AID2025-000668,S0034111,2025FA,2025-26,0,0,0,0,0
AID2025-000669,S0024178,2025FA,2025-26,0,0,0,0,0
AID2025-000670,S0001246,2025FA,2025-26,0,0,0,1,5500
AID2025-000671,S0027909,2025FA,2025-26,0,0,0,0,0
AID2025-000672,S0009083,2025FA,2025-26,0,0,0,0,0
AID2025-000673,S0038049,2025FA,2025-26,0,0,0,1,5500
AID2025-000674,S0022090,2025FA,2025-26,1,1,7395,0,0
AID2025-000675,S0032171,2025FA,2025-26,1,1,7395,0,0
AID2025-000676,S0031820,2025FA,2025-26,0,0,0,1,5500
AID2025-000677,S0011885,2025FA,2025-26,1,1,7395,0,0
AID2025-000678,S0039552,2025FA,2025-26,0,0,0,0,0
AID2025-000679,S0033326,2025FA,2025-26,0,0,0,1,5500
AID2025-000680,S0033771,2025FA,2025-26,0,0,0,0,0
AID2025-000681,S0037763,2025FA,2025-26,1,1,7395,0,0
AID2025-000682,S0040312,2025FA,2025-26,0,0,0,1,5500
AID2025-000683,S0037059,2025FA,2025-26,0,0,0,0,0
AID2025-000684,S0038956,2025FA,2025-26,1,1,7395,0,0
AID2025-000685,S0036347,2025FA,2025-26,0,0,0,1,5500
AID2025-000686,S0020756,2025FA,2025-26,0,0,0,0,0
AID2025-000687,S0022899,2025FA,2025-26,1,0,0,0,0
AID2025-000688,S0032536,2025FA,2025-26,0,0,0,1,5500
AID2025-000689,S0038740,2025FA,2025-26,0,0,0,0,0
AID2025-000690,S0016856,2025FA,2025-26,0,0,0,0,0
AID2025-000691,S0010546,2025FA,2025-26,0,0,0,1,5500
AID2025-000692,S0025384,2025FA,2025-26,0,0,0,0,0
AID2025-000693,S0030483,2025FA,2025-26,1,1,7395,0,0
AID2025-000694,S0034145,2025FA,2025-26,0,0,0,1,5500
AID2025-000695,S0032782,2025FA,2025-26,0,0,0,0,0
AID2025-000696,S0028030,2025FA,2025-26,1,1,7395,0,0
AID2025-000697,S0022110,2025FA,2025-26,0,0,0,1,5500
AID2025-000698,S0034193,2025FA,2025-26,1,1,7395,0,0
AID2025-000699,S0040564,2025FA,2025-26,1,1,7395,0,0
AID2025-000700,S0027619,2025FA,2025-26,0,0,0,1,5500
AID2025-000701,S0024456,2025FA,2025-26,1,0,0,0,0
AID2025-000702,S0003667,2025FA,2025-26,0,0,0,0,0
AID2025-000703,S0023082,2025FA,2025-26,1,1,7395,1,5500
AID2025-000704,S0021850,2025FA,2025-26,0,0,0,0,0
AID2025-000705,S0021505,2025FA,2025-26,0,0,0,0,0
AID2025-000706,S0038328,2025FA,2025-26,0,0,0,1,5500
AID2025-000707,S0031277,2025FA,2025-26,0,0,0,0,0
AID2025-000708,S0005654,2025FA,2025-26,0,0,0,0,0
AID2025-000709,S0019684,2025FA,2025-26,1,1,7395,1,5500
AID2025-000710,S0028640,2025FA,2025-26,1,1,7395,0,0
AID2025-000711,S0027548,2025FA,2025-26,0,0,0,0,0
AID2025-000712,S0016773,2025FA,2025-26,0,0,0,1,5500
AID2025-000713,S0019241,2025FA,2025-26,0,0,0,0,0
AID2025-000714,S0023129,2025FA,2025-26,0,0,0,0,0
AID2025-000715,S0027187,2025FA,2025-26,0,0,0,1,5500
AID2025-000716,S0039053,2025FA,2025-26,1,1,7395,0,0
AID2025-000717,S0011487,2025FA,2025-26,0,0,0,0,0
AID2025-000718,S0031547,2025FA,2025-26,0,0,0,1,5500
AID2025-000719,S0013524,2025FA,2025-26,0,0,0,0,0
AID2025-000720,S0034188,2025FA,2025-26,0,0,0,0,0
AID2025-000721,S0000303,2025FA,2025-26,0,0,0,1,5500
AID2025-000722,S0032348,2025FA,2025-26,0,0,0,0,0
AID2025-000723,S0010255,2025FA,2025-26,0,0,0,0,0
AID2025-000724,S0032486,2025FA,2025-26,1,1,7395,1,5500
AID2025-000725,S0034368,2025FA,2025-26,0,0,0,0,0
AID2025-000726,S0034291,2025FA,2025-26,0,0,0,0,0
AID2025-000727,S0005880,2025FA,2025-26,0,0,0,1,5500
AID2025-000728,S0020833,2025FA,2025-26,0,0,0,0,0
AID2025-000729,S0016760,2025FA,2025-26,0,0,0,0,0
AID2025-000730,S0007450,2025FA,2025-26,0,0,0,1,5500
AID2025-000731,S0018579,2025FA,2025-26,0,0,0,0,0
AID2025-000732,S0040129,2025FA,2025-26,0,0,0,0,0
AID2025-000733,S0005182,2025FA,2025-26,1,1,7395,1,5500
AID2025-000734,S0038036,2025FA,2025-26,0,0,0,0,0
AID2025-000735,S0034391,2025FA,2025-26,1,1,7395,0,0
AID2025-000736,S0039018,2025FA,2025-26,0,0,0,1,5500
AID2025-000737,S0005160,2025FA,2025-26,0,0,0,0,0
AID2025-000738,S0016789,2025FA,2025-26,0,0,0,0,0
AID2025-000739,S0038467,2025FA,2025-26,0,0,0,1,5500
AID2025-000740,S0017643,2025FA,2025-26,0,0,0,0,0
AID2025-000741,S0033432,2025FA,2025-26,0,0,0,0,0
AID2025-000742,S0023325,2025FA,2025-26,1,1,7395,1,5500
AID2025-000743,S0012736,2025FA,2025-26,0,0,0,0,0
AID2025-000744,S0023692,2025FA,2025-26,0,0,0,0,0
AID2025-000745,S0035359,2025FA,2025-26,1,1,7395,1,5500
AID2025-000746,S0038821,2025FA,2025-26,0,0,0,0,0
AID2025-000747,S0007872,2025FA,2025-26,1,1,7395,0,0
AID2025-000748,S0034265,2025FA,2025-26,0,0,0,1,5500
AID2025-000749,S0036212,2025FA,2025-26,0,0,0,0,0
AID2025-000750,S0035643,2025FA,2025-26,0,0,0,0,0
AID2025-000751,S0023789,2025FA,2025-26,0,0,0,1,5500
AID2025-000752,S0029443,2025FA,2025-26,1,1,7395,0,0
AID2025-000753,S0025388,2025FA,2025-26,0,0,0,0,0
AID2025-000754,S0027522,2025FA,2025-26,1,1,7395,1,5500
AID2025-000755,S0038738,2025FA,2025-26,0,0,0,0,0
AID2025-000756,S0007098,2025FA,2025-26,1,1,7395,0,0
AID2025-000757,S0034030,2025FA,2025-26,1,0,0,1,5500
AID2025-000758,S0027738,2025FA,2025-26,1,1,7395,0,0
AID2025-000759,S0028329,2025FA,2025-26,0,0,0,0,0
AID2025-000760,S0001656,2025FA,2025-26,0,0,0,1,5500
AID2025-000761,S0012733,2025FA,2025-26,0,0,0,0,0
AID2025-000762,S0000753,2025FA,2025-26,0,0,0,0,0
AID2025-000763,S0017672,2025FA,2025-26,0,0,0,1,5500
AID2025-000764,S0001825,2025FA,2025-26,0,0,0,0,0
AID2025-000765,S0022757,2025FA,2025-26,1,1,7395,0,0
AID2025-000766,S0028839,2025FA,2025-26,1,1,7395,1,5500
AID2025-000767,S0040433,2025FA,2025-26,0,0,0,0,0
AID2025-000768,S0039860,2025FA,2025-26,1,1,7395,0,0
AID2025-000769,S0034010,2025FA,2025-26,0,0,0,1,5500
AID2025-000770,S0037589,2025FA,2025-26,0,0,0,0,0
AID2025-000771,S0040555,2025FA,2025-26,0,0,0,0,0
AID2025-000772,S0021272,2025FA,2025-26,0,0,0,1,5500
AID2025-000773,S0040308,2025FA,2025-26,0,0,0,0,0
AID2025-000774,S0019452,2025FA,2025-26,0,0,0,0,0
AID2025-000775,S0038775,2025FA,2025-26,1,1,7395,1,5500
AID2025-000776,S0003271,2025FA,2025-26,0,0,0,0,0
AID2025-000777,S0036723,2025FA,2025-26,0,0,0,0,0
AID2025-000778,S0037451,2025FA,2025-26,1,0,0,1,5500
AID2025-000779,S0032429,2025FA,2025-26,0,0,0,0,0
AID2025-000780,S0039156,2025FA,2025-26,0,0,0,0,0
AID2025-000781,S0019467,2025FA,2025-26,0,0,0,1,5500
AID2025-000782,S0006683,2025FA,2025-26,1,1,7395,0,0
AID2025-000783,S0016294,2025FA,2025-26,1,1,7395,0,0
AID2025-000784,S0039716,2025FA,2025-26,1,1,7395,1,5500
AID2025-000785,S0002025,2025FA,2025-26,0,0,0,0,0
AID2025-000786,S0037845,2025FA,2025-26,1,1,7395,0,0
AID2025-000787,S0014427,2025FA,2025-26,0,0,0,1,5500
AID2025-000788,S0039584,2025FA,2025-26,0,0,0,0,0
AID2025-000789,S0040664,2025FA,2025-26,0,0,0,0,0
AID2025-000790,S0033026,2025FA,2025-26,1,1,7395,1,5500
AID2025-000791,S0006993,2025FA,2025-26,1,1,7395,0,0
AID2025-000792,S0036362,2025FA,2025-26,0,0,0,0,0
AID2025-000793,S0005085,2025FA,2025-26,1,1,7395,1,5500
AID2025-000794,S0023401,2025FA,2025-26,1,1,7395,0,0
AID2025-000795,S0032942,2025FA,2025-26,1,1,7395,0,0
AID2025-000796,S0035146,2025FA,2025-26,0,0,0,1,5500
AID2025-000797,S0033201,2025FA,2025-26,1,1,7395,0,0
AID2025-000798,S0032537,2025FA,2025-26,1,1,7395,0,0
AID2025-000799,S0032304,2025FA,2025-26,1,0,0,1,5500
AID2025-000800,S0036254,2025FA,2025-26,0,0,0,0,0
AID2025-000801,S0034117,2025FA,2025-26,1,1,7395,0,0
AID2025-000802,S0024396,2025FA,2025-26,1,1,7395,1,5500
AID2025-000803,S0028160,2025FA,2025-26,1,1,7395,0,0
AID2025-000804,S0021773,2025FA,2025-26,0,0,0,0,0
AID2025-000805,S0031252,2025FA,2025-26,1,1,7395,1,5500
AID2025-000806,S0014875,2025FA,2025-26,0,0,0,0,0
AID2025-000807,S0013419,2025FA,2025-26,0,0,0,0,0
AID2025-000808,S0028432,2025FA,2025-26,0,0,0,1,5500
AID2025-000809,S0013824,2025FA,2025-26,0,0,0,0,0
AID2025-000810,S0029504,2025FA,2025-26,1,1,7395,0,0
AID2025-000811,S0032880,2025FA,2025-26,0,0,0,1,5500
AID2025-000812,S0005893,2025FA,2025-26,0,0,0,0,0
AID2025-000813,S0011719,2025FA,2025-26,0,0,0,0,0
AID2025-000814,S0033923,2025FA,2025-26,0,0,0,1,5500
AID2025-000815,S0000516,2025FA,2025-26,0,0,0,0,0
AID2025-000816,S0026439,2025FA,2025-26,1,1,7395,0,0
AID2025-000817,S0037307,2025FA,2025-26,0,0,0,1,5500
AID2025-000818,S0037093,2025FA,2025-26,0,0,0,0,0
AID2025-000819,S0018714,2025FA,2025-26,1,1,7395,0,0
AID2025-000820,S0032721,2025FA,2025-26,1,1,7395,1,5500
AID2025-000821,S0003784,2025FA,2025-26,1,1,7395,0,0
AID2025-000822,S0013929,2025FA,2025-26,1,1,7395,0,0
AID2025-000823,S0037702,2025FA,2025-26,1,1,7395,1,5500
AID2025-000824,S0033820,2025FA,2025-26,0,0,0,0,0
AID2025-000825,S0018204,2025FA,2025-26,0,0,0,0,0
AID2025-000826,S0040533,2025FA,2025-26,0,0,0,1,5500
AID2025-000827,S0036647,2025FA,2025-26,0,0,0,0,0
